195.513,-329.26391
195.729,-329.26391
195.945,-329.26391
196.161,-343.2177
196.378,-326.77216
196.594,-67.13188
196.81,-99.27545
197.026,50.97704
197.242,-48.94211
197.458,-20.78534
197.674,94.0843
197.89,3.38463
198.106,120.24767
198.322,-46.69953
198.538,4.87968
198.754,-29.75564
198.97,39.01664
199.186,-46.94871
199.402,35.27902
199.618,-37.72924
199.834,80.37968
200.049,20.32852
200.265,18.5843
200.481,28.80047
200.697,323.32524
200.913,20.32852
201.129,21.32522
201.345,-55.91901
201.56,70.91103
201.776,-31.99821
201.992,-2.3464
202.208,69.41598
202.424,-106.50152
202.639,-13.06092
202.855,54.71466
203.071,-23.27709
203.287,47.23941
203.502,-25.51967
203.718,67.17341
203.934,55.21301
204.15,11.10905
204.365,-71.36785
204.581,77.88793
204.797,-90.30515
205.012,5.87638
205.228,-37.72924
205.444,-91.8002
205.659,-38.22759
205.875,49.23281
206.091,25.81037
206.306,117.75592
206.522,62.18991
206.737,7.12225
206.953,81.62555
207.168,23.5678
207.384,98.81862
207.6,14.5975
207.815,108.53645
208.031,-57.41406
208.246,-51.43386
208.462,0.6437
208.677,-19.04112
208.893,-37.23089
209.108,9.36482
209.323,-67.13188
209.539,-37.23089
209.754,86.60905
209.97,52.72126
210.185,0.89288
210.401,-75.60383
210.616,102.80542
210.831,27.30542
211.047,-22.03122
211.262,-33.49326
211.477,62.43908
211.693,-33.24409
211.908,83.86813
212.123,-58.41076
212.339,-6.3332
212.554,-24.27379
212.769,68.41928
212.985,3.6338
213.2,-69.62363
213.415,51.72456
213.63,-61.65003
213.846,-54.17478
214.061,-107.49822
214.276,17.33842
214.491,-73.36125
214.706,-3.84145
214.922,-30.75234
215.137,26.55789
215.352,-84.07577
215.567,-19.04112
215.782,33.53479
215.997,-45.20449
216.212,-31.25069
216.428,-23.77544
216.643,-24.77214
216.858,-110.98667
217.073,64.18331
217.288,-59.90581
217.503,-17.79524
217.718,-114.72429
217.933,79.63215
218.148,33.03644
218.363,-31.00151
218.578,146.90939
218.793,-47.19788
219.008,-55.66983
219.223,-2.3464
219.438,-130.67149
219.653,-52.18138
219.868,14.09915
220.083,-72.36455
220.298,21.5744
220.512,-15.05432
220.727,-58.41076
220.942,23.06945
221.157,24.81367
221.372,-84.32495
221.587,18.33512
221.802,27.05624
222.016,55.46219
222.231,13.84997
222.446,25.31202
222.661,42.25592
222.876,16.84007
223.09,20.82687
223.305,22.82027
223.52,-20.53617
223.735,36.02654
223.949,81.37638
224.164,62.43908
224.379,-25.51967
224.594,85.114
224.808,-34.98831
225.023,44.74766
225.238,-10.81834
225.452,176.81038
225.667,48.73446
225.882,46.24271
226.096,68.66846
226.311,5.12885
226.525,-49.68963
226.74,44.00014
226.955,77.63876
227.169,44.00014
227.384,-82.08237
227.598,-135.65498
227.813,-38.97511
228.027,27.80377
228.242,20.82687
228.456,-62.64673
228.671,-27.26389
228.885,16.5909
229.1,73.40278
229.314,0.14535
