195.513,-318.61168
195.729,-318.61168
195.945,-318.61168
196.161,-332.56547
196.378,-313.87735
196.594,-75.16777
196.81,-97.59351
197.026,46.92795
197.242,-70.18427
197.458,-15.86414
197.674,91.53026
197.89,0.08306
198.106,108.72333
198.322,-52.9912
198.538,25.4989
198.754,-0.66447
198.97,39.70187
199.186,3.32233
199.402,113.45765
199.618,-24.58526
199.834,100.9989
200.049,25.74808
200.265,4.56821
200.481,44.93455
200.697,324.50882
200.913,31.97745
201.129,44.68537
201.345,-15.11661
201.56,87.54346
201.776,-4.40209
201.992,15.03355
202.208,49.41969
202.424,-58.9714
202.639,13.5385
202.855,111.71343
203.071,29.98405
203.287,72.34379
203.502,-7.14301
203.718,100.25138
203.934,82.06161
204.15,1.07976
204.365,-76.16447
204.581,79.32069
204.797,-83.63972
205.012,22.25963
205.228,-52.49285
205.444,-40.03411
205.659,19.02035
205.875,73.58966
206.091,27.24313
206.306,112.46095
206.522,120.9329
206.737,31.22992
206.953,58.63917
207.168,11.29593
207.384,108.22498
207.6,41.94445
207.815,147.34544
208.031,7.55831
208.246,36.71177
208.462,-0.41529
208.677,4.81738
208.893,-16.61166
209.108,43.4395
209.323,-48.50605
209.539,-24.33608
209.754,105.9824
209.97,70.10121
210.185,68.10781
210.401,-53.9879
210.616,141.61442
210.831,58.88834
211.047,-1.66117
211.262,-20.34929
211.477,82.80914
211.693,-0.91364
211.908,81.81244
212.123,-60.9648
212.339,31.22992
212.554,-0.91364
212.769,100.25138
212.985,-16.11331
213.2,-24.08691
213.415,54.15402
213.63,-56.23048
213.846,-22.84104
214.061,-67.69252
214.276,60.13422
214.491,-14.61826
214.706,2.57481
214.922,-18.10671
215.137,56.89494
215.352,-69.9351
215.567,-1.16282
215.782,54.40319
215.997,-25.33278
216.212,5.56491
216.428,25.74808
216.643,-4.90044
216.858,-61.9615
217.073,86.04841
217.288,3.07316
217.503,27.24313
217.718,-84.13807
217.933,109.9692
218.148,60.13422
218.363,-34.55226
218.578,184.22333
218.793,-48.0077
219.008,-45.0176
219.223,29.23653
219.438,-102.57701
219.653,-12.87404
219.868,48.17382
220.083,-3.65457
220.298,26.99395
220.512,-12.37569
220.727,-44.51925
220.942,49.66887
221.157,54.15402
221.372,-33.30638
221.587,40.69857
221.802,77.32729
222.016,55.89824
222.231,24.5022
222.446,73.58966
222.661,93.02531
222.876,56.39659
223.09,41.69527
223.305,45.4329
223.52,11.04676
223.735,71.84544
223.949,104.23818
224.164,51.66227
224.379,24.75138
224.594,122.17877
224.808,-22.09351
225.023,38.95435
225.238,30.23322
225.452,196.4329
225.667,69.10451
225.882,70.10121
226.096,129.40485
226.311,64.86854
226.525,16.77778
226.74,86.79593
226.955,143.85699
227.169,47.17712
227.384,-38.04071
227.598,-96.59681
227.813,-20.84764
228.027,72.59296
228.242,54.90154
228.456,3.82068
228.671,17.5253
228.885,59.13752
229.1,145.85039
229.314,11.54511
229.529,-9.88394
229.743,61.13092
229.958,103.49065
230.172,-24.58526
230.386,69.10451
230.601,166.03356
230.815,48.67217
231.03,139.37184
231.244,49.41969
231.458,58.63917
231.673,59.63587
231.887,-25.83113
232.101,150.83389
232.316,-16.11331
232.53,138.37514
232.744,-105.56711
232.958,130.65072
233.173,46.18042
233.387,18.77118
233.601,-17.60836
233.815,222.84545
234.03,95.26788
234.244,52.16062
234.458,-52.74203
234.672,129.9032
234.886,97.51046
235.101,89.78603
235.315,50.66557
235.529,105.73323
235.743,96.76293
235.957,-4.90044
236.171,45.93125
236.385,131.64742
236.599,249.25799
236.814,45.4329
237.028,-16.86084
237.242,166.78109
237.456,54.15402
237.67,17.77448
237.884,79.32069
238.098,34.71837
238.312,-25.08361
238.526,-10.63146
238.74,73.58966
238.954,43.93785
239.168,166.03356
239.382,90.53356
239.596,71.34709
239.81,76.33059
240.024,67.85864
240.237,35.21672
240.451,53.90484
240.665,22.25963
240.879,25.4989
241.093,-9.88394
241.307,11.04676
241.521,127.16227
241.734,84.80253
241.948,134.8867
242.162,53.65567
242.376,153.32564
242.59,96.01541
242.803,172.01376
243.017,104.73653
243.231,53.65567
243.445,-1.91034
243.658,40.69857
243.872,19.26953
244.086,161.05006
244.3,155.56821
244.513,30.4824
244.727,10.29923
244.941,109.9692
245.154,6.56161
245.368,181.23323
245.582,177.24643
245.795,25.99725
246.009,115.9494
246.222,217.86195
246.436,61.87844
246.65,28.23983
246.863,209.14082
247.077,36.21342
247.29,62.87514
247.504,73.09131
247.717,149.33884
247.931,130.15237
248.144,136.13257
248.358,54.15402
248.571,248.75964
248.785,32.97415
248.998,96.01541
249.212,131.8966
249.425,46.18042
249.639,190.20353
249.852,88.29098
250.065,-36.29648
250.279,245.27119
250.492,223.3438
250.706,28.489
250.919,26.24643
251.132,148.59132
251.346,13.5385
251.559,83.55666
251.772,280.40485
251.986,159.80419
252.199,123.67382
252.412,55.39989
252.625,112.71013
252.839,83.05831
253.052,23.00715
253.265,25.4989
253.478,106.23158
253.692,52.40979
253.905,122.42795
254.118,118.9395
254.331,81.81244
254.544,23.25633
254.758,124.42135
254.971,96.01541
255.184,59.88504
255.397,256.73324
255.61,107.47745
255.823,63.37349
256.036,140.61772
256.249,186.46591
256.462,158.30914
256.676,52.65897
256.889,84.05501
257.102,193.69198
257.315,32.72497
257.528,115.45105
257.741,-27.32618
257.954,82.31079
258.167,90.03521
258.38,174.00716
258.593,134.38835
